CAGDP2 Gross domestic product (GDP) by county 1
CAGDP2 Gross domestic product (GDP) by county 1
County
GeoFIPS,GeoName,LineCode,Description,2022,2023,2024
42101,"Philadelphia, PA",2,"  Private industries",107149068,112995608,118295304
42101,"Philadelphia, PA",3,"    Agriculture, forestry, fishing and hunting",26170,29608,19684
42101,"Philadelphia, PA",6,"    Mining, quarrying, and oil and gas extraction",0,239,2455
42101,"Philadelphia, PA",10,"    Utilities",428611,422433,440493
42101,"Philadelphia, PA",11,"    Construction",2454118,3074053,3270716
42101,"Philadelphia, PA",12,"    Manufacturing",5559680,5563192,4779057
42101,"Philadelphia, PA",13,"      Durable goods manufacturing",1508785,1576133,1465154
42101,"Philadelphia, PA",25,"      Nondurable goods manufacturing",4050894,3987059,3313903
42101,"Philadelphia, PA",34,"    Wholesale trade",3769292,3962980,4132838
42101,"Philadelphia, PA",35,"    Retail trade",4036861,4275101,4371980
42101,"Philadelphia, PA",36,"    Transportation and warehousing",3341723,3359304,3737161
42101,"Philadelphia, PA",45,"    Information",8501469,6203921,6480181
42101,"Philadelphia, PA",50,"    Finance, insurance, real estate, rental, and leasing",25276382,27105540,28188153
42101,"Philadelphia, PA",51,"      Finance and insurance",9460317,10151006,10499115
42101,"Philadelphia, PA",56,"      Real estate and rental and leasing",15816066,16954534,17689038
42101,"Philadelphia, PA",59,"    Professional and business services",21743795,23146828,24421374
42101,"Philadelphia, PA",60,"      Professional, scientific, and technical services",16289781,17276440,18113491
42101,"Philadelphia, PA",64,"      Management of companies and enterprises",2892198,3075824,3369850
42101,"Philadelphia, PA",65,"      Administrative and support and waste management and remediation services",2561816,2794564,2938033
42101,"Philadelphia, PA",68,"    Educational services, health care, and social assistance",23786295,26007070,28019109
42101,"Philadelphia, PA",69,"      Educational services",8601279,9247690,9755026
42101,"Philadelphia, PA",70,"      Health care and social assistance",15185015,16759380,18264083
42101,"Philadelphia, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",5569479,6972854,7328615
42101,"Philadelphia, PA",76,"      Arts, entertainment, and recreation",2161067,2938481,3116902
42101,"Philadelphia, PA",79,"      Accommodation and food services",3408412,4034373,4211713
42101,"Philadelphia, PA",82,"    Other services (except government and government enterprises)",2655194,2872485,3103489
42101,"Philadelphia, PA",83,Government and government enterprises,14929539,15689803,16693645
42101,"Philadelphia, PA",,Addenda:,,,
42101,"Philadelphia, PA",87,Natural resources and mining,26170,29847,22139
42101,"Philadelphia, PA",88,Trade,7806153,8238081,8504818
42101,"Philadelphia, PA",89,Transportation and utilities,3770334,3781737,4177653
42101,"Philadelphia, PA",90,Manufacturing and information,14061149,11767112,11259237
42101,"Philadelphia, PA",91,Private goods-producing industries 2,8039967,8667091,8071912
42101,"Philadelphia, PA",92,Private services-providing industries 3,99109101,104328516,110223392
42103,"Pike, PA",1,All industry total,1756500,1929936,2003244
42103,"Pike, PA",2,"  Private industries",1500217,1661693,1720452
42103,"Pike, PA",3,"    Agriculture, forestry, fishing and hunting",1988,1651,1098
42103,"Pike, PA",6,"    Mining, quarrying, and oil and gas extraction",21005,22953,8788
42103,"Pike, PA",10,"    Utilities",(D),6490,6607
42103,"Pike, PA",11,"    Construction",(D),(D),87881
42103,"Pike, PA",12,"    Manufacturing",(D),(D),38087
42103,"Pike, PA",13,"      Durable goods manufacturing",(D),(D),(D)
42103,"Pike, PA",25,"      Nondurable goods manufacturing",(D),(D),(D)
42103,"Pike, PA",34,"    Wholesale trade",12713,12957,14266
42103,"Pike, PA",35,"    Retail trade",138304,150372,158925
42103,"Pike, PA",36,"    Transportation and warehousing",45085,25995,28939
42103,"Pike, PA",45,"    Information",45947,48628,49826
42103,"Pike, PA",50,"    Finance, insurance, real estate, rental, and leasing",(D),737509,760294
42103,"Pike, PA",51,"      Finance and insurance",75699,85750,87970
42103,"Pike, PA",56,"      Real estate and rental and leasing",(D),651760,672325
42103,"Pike, PA",59,"    Professional and business services",114923,130729,142257
42103,"Pike, PA",60,"      Professional, scientific, and technical services",58418,63193,68904
42103,"Pike, PA",64,"      Management of companies and enterprises",5052,6508,6678
42103,"Pike, PA",65,"      Administrative and support and waste management and remediation services",51453,61027,66675
42103,"Pike, PA",68,"    Educational services, health care, and social assistance",83610,98341,109874
42103,"Pike, PA",69,"      Educational services",5896,5857,6287
42103,"Pike, PA",70,"      Health care and social assistance",77714,92484,103587
42103,"Pike, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",163660,200331,212265
42103,"Pike, PA",76,"      Arts, entertainment, and recreation",35108,40594,41448
42103,"Pike, PA",79,"      Accommodation and food services",128551,159738,170817
42103,"Pike, PA",82,"    Other services (except government and government enterprises)",88086,95234,101343
42103,"Pike, PA",83,Government and government enterprises,256283,268243,282792
42103,"Pike, PA",,Addenda:,,,
42103,"Pike, PA",87,Natural resources and mining,22993,24605,9886
42103,"Pike, PA",88,Trade,151017,163329,173192
42103,"Pike, PA",89,Transportation and utilities,(D),32485,35546
42103,"Pike, PA",90,Manufacturing and information,(D),(D),87913
42103,"Pike, PA",91,Private goods-producing industries 2,139453,155107,135855
42103,"Pike, PA",92,Private services-providing industries 3,1360764,1506586,1584597
42105,"Potter, PA",1,All industry total,930626,1043077,1064567
42105,"Potter, PA",2,"  Private industries",851895,962756,980071
42105,"Potter, PA",3,"    Agriculture, forestry, fishing and hunting",41526,25477,18220
42105,"Potter, PA",6,"    Mining, quarrying, and oil and gas extraction",39722,18141,17348
42105,"Potter, PA",10,"    Utilities",15368,13938,13391
42105,"Potter, PA",11,"    Construction",23178,25364,25817
42105,"Potter, PA",12,"    Manufacturing",64742,66490,65802
42105,"Potter, PA",13,"      Durable goods manufacturing",62086,63513,62496
42105,"Potter, PA",25,"      Nondurable goods manufacturing",2656,2977,3306
42105,"Potter, PA",34,"    Wholesale trade",(D),(D),(D)
42105,"Potter, PA",35,"    Retail trade",34182,37731,40521
42105,"Potter, PA",36,"    Transportation and warehousing",40594,115801,115195
42105,"Potter, PA",45,"    Information",134269,151114,149825
42105,"Potter, PA",50,"    Finance, insurance, real estate, rental, and leasing",(D),154562,(D)
42105,"Potter, PA",51,"      Finance and insurance",16709,16131,16806
42105,"Potter, PA",56,"      Real estate and rental and leasing",(D),138431,(D)
42105,"Potter, PA",59,"    Professional and business services",34968,39147,39470
42105,"Potter, PA",60,"      Professional, scientific, and technical services",24890,28242,27191
42105,"Potter, PA",64,"      Management of companies and enterprises",(D),(D),(D)
42105,"Potter, PA",65,"      Administrative and support and waste management and remediation services",(D),(D),(D)
42105,"Potter, PA",68,"    Educational services, health care, and social assistance",87188,91363,98331
42105,"Potter, PA",69,"      Educational services",(D),(D),(D)
42105,"Potter, PA",70,"      Health care and social assistance",(D),(D),(D)
42105,"Potter, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",10527,(D),12031
42105,"Potter, PA",76,"      Arts, entertainment, and recreation",548,(D),(D)
42105,"Potter, PA",79,"      Accommodation and food services",9978,(D),(D)
42105,"Potter, PA",82,"    Other services (except government and government enterprises)",14776,15247,16417
42105,"Potter, PA",83,Government and government enterprises,78731,80322,84495
42105,"Potter, PA",,Addenda:,,,
42105,"Potter, PA",87,Natural resources and mining,81248,43619,35568
42105,"Potter, PA",88,Trade,(D),(D),(D)
42105,"Potter, PA",89,Transportation and utilities,55962,129739,128586
42105,"Potter, PA",90,Manufacturing and information,199010,217604,215628
42105,"Potter, PA",91,Private goods-producing industries 2,169168,135472,127188
42105,"Potter, PA",92,Private services-providing industries 3,682727,827283,852883
42107,"Schuylkill, PA",1,All industry total,5994209,6184410,6491898
42107,"Schuylkill, PA",2,"  Private industries",5312405,5479617,5755651
42107,"Schuylkill, PA",3,"    Agriculture, forestry, fishing and hunting",84211,62188,69147
42107,"Schuylkill, PA",6,"    Mining, quarrying, and oil and gas extraction",114753,159323,219554
42107,"Schuylkill, PA",10,"    Utilities",111850,113330,108793
42107,"Schuylkill, PA",11,"    Construction",223067,262643,246992
42107,"Schuylkill, PA",12,"    Manufacturing",1413142,1394344,1401438
42107,"Schuylkill, PA",13,"      Durable goods manufacturing",695148,685569,671921
42107,"Schuylkill, PA",25,"      Nondurable goods manufacturing",717994,708774,729517
42107,"Schuylkill, PA",34,"    Wholesale trade",228594,241120,191947
42107,"Schuylkill, PA",35,"    Retail trade",396831,449895,454959
42107,"Schuylkill, PA",36,"    Transportation and warehousing",580727,542483,580228
42107,"Schuylkill, PA",45,"    Information",85960,82078,80095
42107,"Schuylkill, PA",50,"    Finance, insurance, real estate, rental, and leasing",945267,957281,1067691
42107,"Schuylkill, PA",51,"      Finance and insurance",150394,160523,168306
42107,"Schuylkill, PA",56,"      Real estate and rental and leasing",794873,796758,899385
42107,"Schuylkill, PA",59,"    Professional and business services",315076,345858,401728
42107,"Schuylkill, PA",60,"      Professional, scientific, and technical services",137286,146792,165423
42107,"Schuylkill, PA",64,"      Management of companies and enterprises",60865,69902,77453
42107,"Schuylkill, PA",65,"      Administrative and support and waste management and remediation services",116925,129164,158852
42107,"Schuylkill, PA",68,"    Educational services, health care, and social assistance",531602,565912,610521
42107,"Schuylkill, PA",69,"      Educational services",19373,19747,21994
42107,"Schuylkill, PA",70,"      Health care and social assistance",512229,546166,588527
42107,"Schuylkill, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",144191,157416,166302
42107,"Schuylkill, PA",76,"      Arts, entertainment, and recreation",37528,41914,44400
42107,"Schuylkill, PA",79,"      Accommodation and food services",106662,115503,121903
42107,"Schuylkill, PA",82,"    Other services (except government and government enterprises)",137132,145746,156255
42107,"Schuylkill, PA",83,Government and government enterprises,681804,704793,736246
42107,"Schuylkill, PA",,Addenda:,,,
42107,"Schuylkill, PA",87,Natural resources and mining,198965,221511,288702
42107,"Schuylkill, PA",88,Trade,625426,691015,646906
42107,"Schuylkill, PA",89,Transportation and utilities,692577,655813,689021
42107,"Schuylkill, PA",90,Manufacturing and information,1499102,1476422,1481533
42107,"Schuylkill, PA",91,Private goods-producing industries 2,1835174,1878497,1937132
42107,"Schuylkill, PA",92,Private services-providing industries 3,3477231,3601120,3818519
42109,"Snyder, PA",1,All industry total,2112129,2149352,2202182
42109,"Snyder, PA",2,"  Private industries",1934166,1969029,2019515
42109,"Snyder, PA",3,"    Agriculture, forestry, fishing and hunting",186585,149084,185173
42109,"Snyder, PA",6,"    Mining, quarrying, and oil and gas extraction",3461,3858,1395
42109,"Snyder, PA",10,"    Utilities",362138,384299,354287
42109,"Snyder, PA",11,"    Construction",85881,99825,107790
42109,"Snyder, PA",12,"    Manufacturing",336335,327313,332553
42109,"Snyder, PA",13,"      Durable goods manufacturing",237203,232238,237167
42109,"Snyder, PA",25,"      Nondurable goods manufacturing",99132,95074,95385
42109,"Snyder, PA",34,"    Wholesale trade",69445,75241,75541
42109,"Snyder, PA",35,"    Retail trade",187823,204721,215580
42109,"Snyder, PA",36,"    Transportation and warehousing",(D),(D),(D)
42109,"Snyder, PA",45,"    Information",12690,11380,11803
42109,"Snyder, PA",50,"    Finance, insurance, real estate, rental, and leasing",(D),(D),(D)
42109,"Snyder, PA",51,"      Finance and insurance",47182,50765,57601
42109,"Snyder, PA",56,"      Real estate and rental and leasing",(D),(D),(D)
42109,"Snyder, PA",59,"    Professional and business services",(D),(D),82569
42109,"Snyder, PA",60,"      Professional, scientific, and technical services",48990,54640,48994
42109,"Snyder, PA",64,"      Management of companies and enterprises",(D),(D),(D)
42109,"Snyder, PA",65,"      Administrative and support and waste management and remediation services",(D),(D),(D)
42109,"Snyder, PA",68,"    Educational services, health care, and social assistance",174117,181858,180290
42109,"Snyder, PA",69,"      Educational services",(D),(D),(D)
42109,"Snyder, PA",70,"      Health care and social assistance",(D),(D),(D)
42109,"Snyder, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",69493,77173,81066
42109,"Snyder, PA",76,"      Arts, entertainment, and recreation",7846,9316,9309
42109,"Snyder, PA",79,"      Accommodation and food services",61647,67857,71756
42109,"Snyder, PA",82,"    Other services (except government and government enterprises)",54045,58001,63474
42109,"Snyder, PA",83,Government and government enterprises,177963,180323,182667
42109,"Snyder, PA",,Addenda:,,,
42109,"Snyder, PA",87,Natural resources and mining,190047,152942,186568
42109,"Snyder, PA",88,Trade,257268,279963,291121
42109,"Snyder, PA",89,Transportation and utilities,(D),(D),(D)
42109,"Snyder, PA",90,Manufacturing and information,349025,338693,344356
42109,"Snyder, PA",91,Private goods-producing industries 2,612262,580080,626910
42109,"Snyder, PA",92,Private services-providing industries 3,1321904,1388949,1392605
42111,"Somerset, PA",1,All industry total,2838472,2978867,3037840
42111,"Somerset, PA",2,"  Private industries",2442593,2577737,2623771
42111,"Somerset, PA",3,"    Agriculture, forestry, fishing and hunting",70679,30653,21701
42111,"Somerset, PA",6,"    Mining, quarrying, and oil and gas extraction",189850,211277,201222
42111,"Somerset, PA",10,"    Utilities",57784,59332,51850
42111,"Somerset, PA",11,"    Construction",97377,117486,128852
42111,"Somerset, PA",12,"    Manufacturing",345042,365217,350042
42111,"Somerset, PA",13,"      Durable goods manufacturing",261273,269797,268633
42111,"Somerset, PA",25,"      Nondurable goods manufacturing",83769,95421,81409
42111,"Somerset, PA",34,"    Wholesale trade",118215,132637,146426
42111,"Somerset, PA",35,"    Retail trade",185760,201387,208895
42111,"Somerset, PA",36,"    Transportation and warehousing",175950,157412,159654
42111,"Somerset, PA",45,"    Information",25854,25867,27312
42111,"Somerset, PA",50,"    Finance, insurance, real estate, rental, and leasing",497132,548415,580698
42111,"Somerset, PA",51,"      Finance and insurance",122275,134230,142497
42111,"Somerset, PA",56,"      Real estate and rental and leasing",374857,414185,438201
42111,"Somerset, PA",59,"    Professional and business services",159928,178407,173545
42111,"Somerset, PA",60,"      Professional, scientific, and technical services",88686,100109,101511
42111,"Somerset, PA",64,"      Management of companies and enterprises",13453,14198,11388
42111,"Somerset, PA",65,"      Administrative and support and waste management and remediation services",57789,64101,60646
42111,"Somerset, PA",68,"    Educational services, health care, and social assistance",277140,289302,304005
42111,"Somerset, PA",69,"      Educational services",4878,4814,5282
42111,"Somerset, PA",70,"      Health care and social assistance",272262,284488,298723
42111,"Somerset, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",155957,166644,168206
42111,"Somerset, PA",76,"      Arts, entertainment, and recreation",29069,24237,26216
42111,"Somerset, PA",79,"      Accommodation and food services",126888,142407,141991
42111,"Somerset, PA",82,"    Other services (except government and government enterprises)",85925,93700,101363
42111,"Somerset, PA",83,Government and government enterprises,395879,401130,414069
42111,"Somerset, PA",,Addenda:,,,
42111,"Somerset, PA",87,Natural resources and mining,260529,241931,222923
42111,"Somerset, PA",88,Trade,303975,334024,355320
42111,"Somerset, PA",89,Transportation and utilities,233734,216744,211504
42111,"Somerset, PA",90,Manufacturing and information,370896,391085,377354
42111,"Somerset, PA",91,Private goods-producing industries 2,702948,724634,701817
42111,"Somerset, PA",92,Private services-providing industries 3,1739645,1853103,1921954
42113,"Sullivan, PA",1,All industry total,473014,379879,326937
42113,"Sullivan, PA",2,"  Private industries",441405,347183,292568
42113,"Sullivan, PA",3,"    Agriculture, forestry, fishing and hunting",10132,6064,(D)
42113,"Sullivan, PA",6,"    Mining, quarrying, and oil and gas extraction",(D),(D),126686
42113,"Sullivan, PA",10,"    Utilities",2682,2756,2574
42113,"Sullivan, PA",11,"    Construction",10399,11636,11187
42113,"Sullivan, PA",12,"    Manufacturing",(D),(D),(D)
42113,"Sullivan, PA",13,"      Durable goods manufacturing",(D),(D),(D)
42113,"Sullivan, PA",25,"      Nondurable goods manufacturing",760,762,798
42113,"Sullivan, PA",34,"    Wholesale trade",5526,6605,(D)
42113,"Sullivan, PA",35,"    Retail trade",14728,16526,16576
42113,"Sullivan, PA",36,"    Transportation and warehousing",(D),(D),3814
42113,"Sullivan, PA",45,"    Information",(D),(D),(D)
42113,"Sullivan, PA",50,"    Finance, insurance, real estate, rental, and leasing",60249,62304,60824
42113,"Sullivan, PA",51,"      Finance and insurance",5839,5420,5309
42113,"Sullivan, PA",56,"      Real estate and rental and leasing",54410,56884,55515
42113,"Sullivan, PA",59,"    Professional and business services",7482,(D),7807
42113,"Sullivan, PA",60,"      Professional, scientific, and technical services",4778,4779,4992
42113,"Sullivan, PA",64,"      Management of companies and enterprises",(D),(D),(D)
42113,"Sullivan, PA",65,"      Administrative and support and waste management and remediation services",(D),(D),(D)
42113,"Sullivan, PA",68,"    Educational services, health care, and social assistance",25900,28762,37145
42113,"Sullivan, PA",69,"      Educational services",(D),(D),(D)
42113,"Sullivan, PA",70,"      Health care and social assistance",(D),(D),(D)
42113,"Sullivan, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",7410,8001,8838
42113,"Sullivan, PA",76,"      Arts, entertainment, and recreation",2849,3342,3724
42113,"Sullivan, PA",79,"      Accommodation and food services",4561,4659,5114
42113,"Sullivan, PA",82,"    Other services (except government and government enterprises)",4979,5264,5627
42113,"Sullivan, PA",83,Government and government enterprises,31609,32696,34369
42113,"Sullivan, PA",,Addenda:,,,
42113,"Sullivan, PA",87,Natural resources and mining,(D),(D),(D)
42113,"Sullivan, PA",88,Trade,20254,23131,(D)
42113,"Sullivan, PA",89,Transportation and utilities,(D),(D),6388
42113,"Sullivan, PA",90,Manufacturing and information,(D),(D),(D)
42113,"Sullivan, PA",91,Private goods-producing industries 2,304768,(D),146395
42113,"Sullivan, PA",92,Private services-providing industries 3,136637,(D),146173
42115,"Susquehanna, PA",1,All industry total,3915045,3194314,2615998
42115,"Susquehanna, PA",2,"  Private industries",3755911,3030979,2444894
42115,"Susquehanna, PA",3,"    Agriculture, forestry, fishing and hunting",53542,45928,36555
42115,"Susquehanna, PA",6,"    Mining, quarrying, and oil and gas extraction",2721957,1876349,1306972
42115,"Susquehanna, PA",10,"    Utilities",30404,34316,33062
42115,"Susquehanna, PA",11,"    Construction",60882,81069,80791
42115,"Susquehanna, PA",12,"    Manufacturing",58963,61812,58388
42115,"Susquehanna, PA",13,"      Durable goods manufacturing",45291,48682,45168
42115,"Susquehanna, PA",25,"      Nondurable goods manufacturing",13672,13130,13220
42115,"Susquehanna, PA",34,"    Wholesale trade",57542,59022,60705
42115,"Susquehanna, PA",35,"    Retail trade",115381,126498,131079
42115,"Susquehanna, PA",36,"    Transportation and warehousing",44144,109210,116177
42115,"Susquehanna, PA",45,"    Information",37251,33475,34676
42115,"Susquehanna, PA",50,"    Finance, insurance, real estate, rental, and leasing",277922,311270,292569
42115,"Susquehanna, PA",51,"      Finance and insurance",46781,61653,65182
42115,"Susquehanna, PA",56,"      Real estate and rental and leasing",231141,249617,227387
42115,"Susquehanna, PA",59,"    Professional and business services",130491,113030,106693
42115,"Susquehanna, PA",60,"      Professional, scientific, and technical services",97733,76338,70089
42115,"Susquehanna, PA",64,"      Management of companies and enterprises",7315,7098,6862
42115,"Susquehanna, PA",65,"      Administrative and support and waste management and remediation services",25443,29594,29742
42115,"Susquehanna, PA",68,"    Educational services, health care, and social assistance",72821,77709,83942
42115,"Susquehanna, PA",69,"      Educational services",3056,2815,2882
42115,"Susquehanna, PA",70,"      Health care and social assistance",69764,74894,81060
42115,"Susquehanna, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",45144,48920,51897
42115,"Susquehanna, PA",76,"      Arts, entertainment, and recreation",9444,10604,11236
42115,"Susquehanna, PA",79,"      Accommodation and food services",35700,38316,40661
42115,"Susquehanna, PA",82,"    Other services (except government and government enterprises)",49468,52370,51388
42115,"Susquehanna, PA",83,Government and government enterprises,159133,163335,171104
42115,"Susquehanna, PA",,Addenda:,,,
42115,"Susquehanna, PA",87,Natural resources and mining,2775499,1922276,1343526
42115,"Susquehanna, PA",88,Trade,172922,185521,191785
42115,"Susquehanna, PA",89,Transportation and utilities,74548,143526,149239
42115,"Susquehanna, PA",90,Manufacturing and information,96214,95287,93064
42115,"Susquehanna, PA",91,Private goods-producing industries 2,2895344,2065158,1482705
42115,"Susquehanna, PA",92,Private services-providing industries 3,860568,965821,962189
42117,"Tioga, PA",1,All industry total,2133078,2158175,2073907
42117,"Tioga, PA",2,"  Private industries",1928469,1948437,1856552
42117,"Tioga, PA",3,"    Agriculture, forestry, fishing and hunting",54184,14922,13231
42117,"Tioga, PA",6,"    Mining, quarrying, and oil and gas extraction",647268,553566,435759
42117,"Tioga, PA",10,"    Utilities",37602,49215,39663
42117,"Tioga, PA",11,"    Construction",41130,48243,48159
42117,"Tioga, PA",12,"    Manufacturing",172389,171544,171476
42117,"Tioga, PA",13,"      Durable goods manufacturing",102484,102980,101353
42117,"Tioga, PA",25,"      Nondurable goods manufacturing",69905,68564,70124
42117,"Tioga, PA",34,"    Wholesale trade",70487,73099,74255
42117,"Tioga, PA",35,"    Retail trade",137484,148607,152251
42117,"Tioga, PA",36,"    Transportation and warehousing",68232,193814,195496
42117,"Tioga, PA",45,"    Information",60288,57608,56650
42117,"Tioga, PA",50,"    Finance, insurance, real estate, rental, and leasing",291993,307303,319663
42117,"Tioga, PA",51,"      Finance and insurance",63185,67809,74120
42117,"Tioga, PA",56,"      Real estate and rental and leasing",228807,239494,245543
42117,"Tioga, PA",59,"    Professional and business services",107479,78042,84572
42117,"Tioga, PA",60,"      Professional, scientific, and technical services",80939,48927,54188
42117,"Tioga, PA",64,"      Management of companies and enterprises",2504,2561,2541
42117,"Tioga, PA",65,"      Administrative and support and waste management and remediation services",24035,26554,27843
42117,"Tioga, PA",68,"    Educational services, health care, and social assistance",149767,154905,160624
42117,"Tioga, PA",69,"      Educational services",(D),(D),(D)
42117,"Tioga, PA",70,"      Health care and social assistance",(D),(D),(D)
42117,"Tioga, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",47192,50922,53997
42117,"Tioga, PA",76,"      Arts, entertainment, and recreation",5152,6088,6734
42117,"Tioga, PA",79,"      Accommodation and food services",42040,44834,47262
42117,"Tioga, PA",82,"    Other services (except government and government enterprises)",42973,46648,50756
42117,"Tioga, PA",83,Government and government enterprises,204609,209738,217354
42117,"Tioga, PA",,Addenda:,,,
42117,"Tioga, PA",87,Natural resources and mining,701452,568487,448991
42117,"Tioga, PA",88,Trade,207972,221706,226506
42117,"Tioga, PA",89,Transportation and utilities,105835,243029,235159
42117,"Tioga, PA",90,Manufacturing and information,232677,229152,228126
42117,"Tioga, PA",91,Private goods-producing industries 2,914972,788274,668626
42117,"Tioga, PA",92,Private services-providing industries 3,1013498,1160163,1187927
42119,"Union, PA",1,All industry total,2280436,2381117,2510482
42119,"Union, PA",2,"  Private industries",1890106,1977636,2074141
42119,"Union, PA",3,"    Agriculture, forestry, fishing and hunting",135449,90268,(D)
42119,"Union, PA",6,"    Mining, quarrying, and oil and gas extraction",38472,44239,16336
42119,"Union, PA",10,"    Utilities",(D),(D),(D)
42119,"Union, PA",11,"    Construction",95167,115467,107875
42119,"Union, PA",12,"    Manufacturing",231787,245518,256170
42119,"Union, PA",13,"      Durable goods manufacturing",174530,183235,186254
42119,"Union, PA",25,"      Nondurable goods manufacturing",57257,62283,69916
42119,"Union, PA",34,"    Wholesale trade",(D),(D),(D)
42119,"Union, PA",35,"    Retail trade",168591,182853,197247
42119,"Union, PA",36,"    Transportation and warehousing",65151,60799,70948
42119,"Union, PA",45,"    Information",19215,16230,17545
42119,"Union, PA",50,"    Finance, insurance, real estate, rental, and leasing",279479,295284,313035
42119,"Union, PA",51,"      Finance and insurance",61188,64235,69378
42119,"Union, PA",56,"      Real estate and rental and leasing",218291,231049,243657
42119,"Union, PA",59,"    Professional and business services",127275,135643,136348
42119,"Union, PA",60,"      Professional, scientific, and technical services",49888,52453,53576
42119,"Union, PA",64,"      Management of companies and enterprises",19386,21419,22333
42119,"Union, PA",65,"      Administrative and support and waste management and remediation services",58001,61771,60439
42119,"Union, PA",68,"    Educational services, health care, and social assistance",539486,584527,627007
42119,"Union, PA",69,"      Educational services",(D),(D),(D)
42119,"Union, PA",70,"      Health care and social assistance",(D),(D),(D)
42119,"Union, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",83891,93640,90951
42119,"Union, PA",76,"      Arts, entertainment, and recreation",7248,8158,8613
42119,"Union, PA",79,"      Accommodation and food services",76643,85483,82338
42119,"Union, PA",82,"    Other services (except government and government enterprises)",65210,66730,68929
42119,"Union, PA",83,Government and government enterprises,390329,403481,436341
42119,"Union, PA",,Addenda:,,,
42119,"Union, PA",87,Natural resources and mining,173921,134507,(D)
42119,"Union, PA",88,Trade,(D),(D),(D)
42119,"Union, PA",89,Transportation and utilities,(D),(D),(D)
42119,"Union, PA",90,Manufacturing and information,251002,261748,273715
42119,"Union, PA",91,Private goods-producing industries 2,500875,495492,(D)
42119,"Union, PA",92,Private services-providing industries 3,1389231,1482144,(D)
42121,"Venango, PA",1,All industry total,2076714,2180183,2149235
42121,"Venango, PA",2,"  Private industries",1820713,1944166,1917227
42121,"Venango, PA",3,"    Agriculture, forestry, fishing and hunting",12099,10819,12940
42121,"Venango, PA",6,"    Mining, quarrying, and oil and gas extraction",5681,4338,3762
42121,"Venango, PA",10,"    Utilities",41471,39840,27149
42121,"Venango, PA",11,"    Construction",51498,55078,55916
42121,"Venango, PA",12,"    Manufacturing",590796,649295,579124
42121,"Venango, PA",13,"      Durable goods manufacturing",381640,409292,389862
42121,"Venango, PA",25,"      Nondurable goods manufacturing",209157,240003,189263
42121,"Venango, PA",34,"    Wholesale trade",65066,71352,72712
42121,"Venango, PA",35,"    Retail trade",158623,171396,177097
42121,"Venango, PA",36,"    Transportation and warehousing",97800,109254,110252
42121,"Venango, PA",45,"    Information",50504,45737,45477
42121,"Venango, PA",50,"    Finance, insurance, real estate, rental, and leasing",329435,324466,336610
42121,"Venango, PA",51,"      Finance and insurance",66807,69468,71264
42121,"Venango, PA",56,"      Real estate and rental and leasing",262627,254998,265345
42121,"Venango, PA",59,"    Professional and business services",99426,111735,117731
42121,"Venango, PA",60,"      Professional, scientific, and technical services",64790,73433,81501
42121,"Venango, PA",64,"      Management of companies and enterprises",6322,7607,8553
42121,"Venango, PA",65,"      Administrative and support and waste management and remediation services",28314,30694,27676
42121,"Venango, PA",68,"    Educational services, health care, and social assistance",219333,243945,264867
42121,"Venango, PA",69,"      Educational services",7305,7492,7941
42121,"Venango, PA",70,"      Health care and social assistance",212027,236453,256927
42121,"Venango, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",41438,46751,48991
42121,"Venango, PA",76,"      Arts, entertainment, and recreation",2344,3533,4117
42121,"Venango, PA",79,"      Accommodation and food services",39094,43218,44873
42121,"Venango, PA",82,"    Other services (except government and government enterprises)",57543,60160,64599
42121,"Venango, PA",83,Government and government enterprises,256001,236017,232009
42121,"Venango, PA",,Addenda:,,,
42121,"Venango, PA",87,Natural resources and mining,17780,15157,16702
42121,"Venango, PA",88,Trade,223689,242748,249809
42121,"Venango, PA",89,Transportation and utilities,139271,149094,137401
42121,"Venango, PA",90,Manufacturing and information,641301,695032,624601
42121,"Venango, PA",91,Private goods-producing industries 2,660074,719531,651742
42121,"Venango, PA",92,Private services-providing industries 3,1160639,1224636,1265484
42123,"Warren, PA",1,All industry total,1612488,1711953,1726084
42123,"Warren, PA",2,"  Private industries",1425227,1517617,1526171
42123,"Warren, PA",3,"    Agriculture, forestry, fishing and hunting",25157,20701,12796
42123,"Warren, PA",6,"    Mining, quarrying, and oil and gas extraction",35137,33344,33631
42123,"Warren, PA",10,"    Utilities",16128,16220,17912
42123,"Warren, PA",11,"    Construction",39527,47924,51975
42123,"Warren, PA",12,"    Manufacturing",385475,421781,368175
42123,"Warren, PA",13,"      Durable goods manufacturing",124517,127756,129575
42123,"Warren, PA",25,"      Nondurable goods manufacturing",260958,294025,238599
42123,"Warren, PA",34,"    Wholesale trade",22209,22340,23521
42123,"Warren, PA",35,"    Retail trade",140003,145894,147046
