CAGDP2 Gross domestic product (GDP) by county 1
CAGDP2 Gross domestic product (GDP) by county 1
County
GeoFIPS,GeoName,LineCode,Description,2022,2023,2024
42123,"Warren, PA",36,"    Transportation and warehousing",76608,98169,98965
42123,"Warren, PA",45,"    Information",19792,19538,19584
42123,"Warren, PA",50,"    Finance, insurance, real estate, rental, and leasing",316978,316538,339289
42123,"Warren, PA",51,"      Finance and insurance",94903,114580,137595
42123,"Warren, PA",56,"      Real estate and rental and leasing",222074,201958,201693
42123,"Warren, PA",59,"    Professional and business services",114885,116793,141221
42123,"Warren, PA",60,"      Professional, scientific, and technical services",32836,(D),(D)
42123,"Warren, PA",64,"      Management of companies and enterprises",63172,(D),(D)
42123,"Warren, PA",65,"      Administrative and support and waste management and remediation services",18877,19542,20797
42123,"Warren, PA",68,"    Educational services, health care, and social assistance",162363,180972,188326
42123,"Warren, PA",69,"      Educational services",17566,18786,21568
42123,"Warren, PA",70,"      Health care and social assistance",144797,162185,166758
42123,"Warren, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",31115,35354,38544
42123,"Warren, PA",76,"      Arts, entertainment, and recreation",4676,5961,6567
42123,"Warren, PA",79,"      Accommodation and food services",26438,29393,31978
42123,"Warren, PA",82,"    Other services (except government and government enterprises)",39852,42050,45186
42123,"Warren, PA",83,Government and government enterprises,187261,194336,199913
42123,"Warren, PA",,Addenda:,,,
42123,"Warren, PA",87,Natural resources and mining,60293,54044,46428
42123,"Warren, PA",88,Trade,162212,168234,170567
42123,"Warren, PA",89,Transportation and utilities,92736,114389,116878
42123,"Warren, PA",90,Manufacturing and information,405267,441319,387759
42123,"Warren, PA",91,Private goods-producing industries 2,485295,523749,466578
42123,"Warren, PA",92,Private services-providing industries 3,939932,993868,1059594
42125,"Washington, PA",1,All industry total,17318338,18129772,18671970
42125,"Washington, PA",2,"  Private industries",16481276,17270993,17777979
42125,"Washington, PA",3,"    Agriculture, forestry, fishing and hunting",7367,18940,17501
42125,"Washington, PA",6,"    Mining, quarrying, and oil and gas extraction",3314791,2587438,2318156
42125,"Washington, PA",10,"    Utilities",71390,72127,75847
42125,"Washington, PA",11,"    Construction",856908,918022,919921
42125,"Washington, PA",12,"    Manufacturing",1227392,1379226,1434707
42125,"Washington, PA",13,"      Durable goods manufacturing",909703,1029046,1076053
42125,"Washington, PA",25,"      Nondurable goods manufacturing",317689,350180,358653
42125,"Washington, PA",34,"    Wholesale trade",1064297,1117264,1142611
42125,"Washington, PA",35,"    Retail trade",857973,960108,977997
42125,"Washington, PA",36,"    Transportation and warehousing",812566,1257842,1315085
42125,"Washington, PA",45,"    Information",883855,901248,944777
42125,"Washington, PA",50,"    Finance, insurance, real estate, rental, and leasing",3324706,3620905,3700856
42125,"Washington, PA",51,"      Finance and insurance",580874,618014,653049
42125,"Washington, PA",56,"      Real estate and rental and leasing",2743832,3002891,3047807
42125,"Washington, PA",59,"    Professional and business services",1973222,2079561,2432332
42125,"Washington, PA",60,"      Professional, scientific, and technical services",795703,807504,859108
42125,"Washington, PA",64,"      Management of companies and enterprises",839989,892724,1167242
42125,"Washington, PA",65,"      Administrative and support and waste management and remediation services",337529,379334,405982
42125,"Washington, PA",68,"    Educational services, health care, and social assistance",1126000,1239270,1327552
42125,"Washington, PA",69,"      Educational services",69424,71165,76384
42125,"Washington, PA",70,"      Health care and social assistance",1056576,1168105,1251169
42125,"Washington, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",639594,752033,784779
42125,"Washington, PA",76,"      Arts, entertainment, and recreation",361819,416835,435114
42125,"Washington, PA",79,"      Accommodation and food services",277775,335198,349665
42125,"Washington, PA",82,"    Other services (except government and government enterprises)",321216,367011,385857
42125,"Washington, PA",83,Government and government enterprises,837062,858779,893992
42125,"Washington, PA",,Addenda:,,,
42125,"Washington, PA",87,Natural resources and mining,3322158,2606378,2335657
42125,"Washington, PA",88,Trade,1922270,2077371,2120608
42125,"Washington, PA",89,Transportation and utilities,883955,1329969,1390932
42125,"Washington, PA",90,Manufacturing and information,2111247,2280474,2379484
42125,"Washington, PA",91,Private goods-producing industries 2,5406458,4903626,4690285
42125,"Washington, PA",92,Private services-providing industries 3,11074818,12367367,13087694
42127,"Wayne, PA",1,All industry total,2352106,2540004,2652215
42127,"Wayne, PA",2,"  Private industries",2005385,2179078,2269665
42127,"Wayne, PA",3,"    Agriculture, forestry, fishing and hunting",20200,3465,3269
42127,"Wayne, PA",6,"    Mining, quarrying, and oil and gas extraction",17827,34052,20960
42127,"Wayne, PA",10,"    Utilities",17864,21901,17687
42127,"Wayne, PA",11,"    Construction",150040,171462,177541
42127,"Wayne, PA",12,"    Manufacturing",65662,70067,72761
42127,"Wayne, PA",13,"      Durable goods manufacturing",43221,47533,49006
42127,"Wayne, PA",25,"      Nondurable goods manufacturing",22441,22534,23755
42127,"Wayne, PA",34,"    Wholesale trade",51823,64689,63661
42127,"Wayne, PA",35,"    Retail trade",383428,420221,435198
42127,"Wayne, PA",36,"    Transportation and warehousing",68467,46085,49600
42127,"Wayne, PA",45,"    Information",60751,56307,58431
42127,"Wayne, PA",50,"    Finance, insurance, real estate, rental, and leasing",615353,684789,706548
42127,"Wayne, PA",51,"      Finance and insurance",129975,147297,158905
42127,"Wayne, PA",56,"      Real estate and rental and leasing",485378,537492,547643
42127,"Wayne, PA",59,"    Professional and business services",118003,127274,139781
42127,"Wayne, PA",60,"      Professional, scientific, and technical services",56971,59903,63718
42127,"Wayne, PA",64,"      Management of companies and enterprises",15205,16036,19578
42127,"Wayne, PA",65,"      Administrative and support and waste management and remediation services",45826,51335,56485
42127,"Wayne, PA",68,"    Educational services, health care, and social assistance",225116,247300,273974
42127,"Wayne, PA",69,"      Educational services",6557,6242,6531
42127,"Wayne, PA",70,"      Health care and social assistance",218559,241057,267443
42127,"Wayne, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",137927,151053,158457
42127,"Wayne, PA",76,"      Arts, entertainment, and recreation",16114,19620,20670
42127,"Wayne, PA",79,"      Accommodation and food services",121812,131433,137787
42127,"Wayne, PA",82,"    Other services (except government and government enterprises)",72924,80414,91799
42127,"Wayne, PA",83,Government and government enterprises,346722,360927,382549
42127,"Wayne, PA",,Addenda:,,,
42127,"Wayne, PA",87,Natural resources and mining,38027,37516,24228
42127,"Wayne, PA",88,Trade,435251,484910,498859
42127,"Wayne, PA",89,Transportation and utilities,86331,67986,67287
42127,"Wayne, PA",90,Manufacturing and information,126413,126375,131192
42127,"Wayne, PA",91,Private goods-producing industries 2,253729,279045,274530
42127,"Wayne, PA",92,Private services-providing industries 3,1751655,1900032,1995135
42129,"Westmoreland, PA",1,All industry total,17873207,18924094,19387551
42129,"Westmoreland, PA",2,"  Private industries",16444510,17446559,17847499
42129,"Westmoreland, PA",3,"    Agriculture, forestry, fishing and hunting",59099,78675,47239
42129,"Westmoreland, PA",6,"    Mining, quarrying, and oil and gas extraction",516385,551949,548799
42129,"Westmoreland, PA",10,"    Utilities",383171,391265,388983
42129,"Westmoreland, PA",11,"    Construction",803256,877902,914512
42129,"Westmoreland, PA",12,"    Manufacturing",2426295,2577599,2496893
42129,"Westmoreland, PA",13,"      Durable goods manufacturing",1860302,1947617,1886205
42129,"Westmoreland, PA",25,"      Nondurable goods manufacturing",565994,629983,610688
42129,"Westmoreland, PA",34,"    Wholesale trade",1735531,1806505,1967863
42129,"Westmoreland, PA",35,"    Retail trade",1641666,1745357,1753268
42129,"Westmoreland, PA",36,"    Transportation and warehousing",900891,1037634,1056243
42129,"Westmoreland, PA",45,"    Information",325097,320558,321348
42129,"Westmoreland, PA",50,"    Finance, insurance, real estate, rental, and leasing",3101444,3124334,3207260
42129,"Westmoreland, PA",51,"      Finance and insurance",664570,729471,777443
42129,"Westmoreland, PA",56,"      Real estate and rental and leasing",2436874,2394863,2429817
42129,"Westmoreland, PA",59,"    Professional and business services",1811883,1964705,1960499
42129,"Westmoreland, PA",60,"      Professional, scientific, and technical services",847670,925598,946455
42129,"Westmoreland, PA",64,"      Management of companies and enterprises",297975,334882,321884
42129,"Westmoreland, PA",65,"      Administrative and support and waste management and remediation services",666238,704226,692160
42129,"Westmoreland, PA",68,"    Educational services, health care, and social assistance",1617911,1732784,1868263
42129,"Westmoreland, PA",69,"      Educational services",166929,180269,193068
42129,"Westmoreland, PA",70,"      Health care and social assistance",1450982,1552515,1675195
42129,"Westmoreland, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",603688,692619,733066
42129,"Westmoreland, PA",76,"      Arts, entertainment, and recreation",163234,175242,187913
42129,"Westmoreland, PA",79,"      Accommodation and food services",440454,517377,545154
42129,"Westmoreland, PA",82,"    Other services (except government and government enterprises)",518193,544672,583262
42129,"Westmoreland, PA",83,Government and government enterprises,1428697,1477535,1540052
42129,"Westmoreland, PA",,Addenda:,,,
42129,"Westmoreland, PA",87,Natural resources and mining,575484,630624,596039
42129,"Westmoreland, PA",88,Trade,3377197,3551862,3721131
42129,"Westmoreland, PA",89,Transportation and utilities,1284062,1428898,1445227
42129,"Westmoreland, PA",90,Manufacturing and information,2751393,2898158,2818241
42129,"Westmoreland, PA",91,Private goods-producing industries 2,3805036,4086126,4007444
42129,"Westmoreland, PA",92,Private services-providing industries 3,12639474,13360433,13840055
42131,"Wyoming, PA",1,All industry total,1976939,1922505,1865587
42131,"Wyoming, PA",2,"  Private industries",1883402,1829644,1768854
42131,"Wyoming, PA",3,"    Agriculture, forestry, fishing and hunting",9307,20136,17069
42131,"Wyoming, PA",6,"    Mining, quarrying, and oil and gas extraction",595056,331160,235546
42131,"Wyoming, PA",10,"    Utilities",64952,68381,49820
42131,"Wyoming, PA",11,"    Construction",54113,62378,68062
42131,"Wyoming, PA",12,"    Manufacturing",453484,497086,524154
42131,"Wyoming, PA",13,"      Durable goods manufacturing",27564,24581,25048
42131,"Wyoming, PA",25,"      Nondurable goods manufacturing",425920,472505,499106
42131,"Wyoming, PA",34,"    Wholesale trade",35620,35540,35999
42131,"Wyoming, PA",35,"    Retail trade",102545,111739,116697
42131,"Wyoming, PA",36,"    Transportation and warehousing",123436,253808,257061
42131,"Wyoming, PA",45,"    Information",49737,47778,47277
42131,"Wyoming, PA",50,"    Finance, insurance, real estate, rental, and leasing",192501,(D),195132
42131,"Wyoming, PA",51,"      Finance and insurance",36291,39509,42318
42131,"Wyoming, PA",56,"      Real estate and rental and leasing",156210,(D),152814
42131,"Wyoming, PA",59,"    Professional and business services",84957,(D),85060
42131,"Wyoming, PA",60,"      Professional, scientific, and technical services",(D),(D),(D)
42131,"Wyoming, PA",64,"      Management of companies and enterprises",(D),(D),(D)
42131,"Wyoming, PA",65,"      Administrative and support and waste management and remediation services",46329,37500,40691
42131,"Wyoming, PA",68,"    Educational services, health care, and social assistance",49010,54777,62173
42131,"Wyoming, PA",69,"      Educational services",1093,1525,1690
42131,"Wyoming, PA",70,"      Health care and social assistance",47917,53252,60482
42131,"Wyoming, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",37086,36020,38373
42131,"Wyoming, PA",76,"      Arts, entertainment, and recreation",4164,4135,5633
42131,"Wyoming, PA",79,"      Accommodation and food services",32922,31885,32739
42131,"Wyoming, PA",82,"    Other services (except government and government enterprises)",31598,34941,36432
42131,"Wyoming, PA",83,Government and government enterprises,93536,92861,96733
42131,"Wyoming, PA",,Addenda:,,,
42131,"Wyoming, PA",87,Natural resources and mining,604364,351296,252614
42131,"Wyoming, PA",88,Trade,138165,147280,152697
42131,"Wyoming, PA",89,Transportation and utilities,188387,322189,306881
42131,"Wyoming, PA",90,Manufacturing and information,503221,544864,571432
